LON,LAT,EDO,CLAVE,ESTACION,01/08/20
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de MÈx. SACMEX*",130.05
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",238.2
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de MÈx. SACMEX*",175.01
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro RÌos El Moral, Cd. de MÈx. SACMEX*",70.6
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de MÈx. SACMEX*",242.58
-99.352778,19.295278,DF,ELZARCO,"El Zarco, MÈx. SACMEX*",335.02
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",247.66
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",376.91
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",76.5
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx. SACMEX*",114.28
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de MÈx. SACMEX*",62.23
-99.264722,19.304722,DF,HUAYATLA,"Huayatla, Cd. de MÈx. SACMEX*",222.77
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",243.33
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",120.87
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",73.75
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",48.81
-98.975,19.339167,DF,LACALDERA,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx. SACMEX*",78.74
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",144.27
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx. SACMEX*",51.07
-99.310833,19.333333,DF,LAVENTA,"La Venta, Cd. de MÈx. SACMEX*",265.2
-99.120833,19.489722,DF,LINDAVISTA,"Planta de Bombeo Lindavista, Cd. de MÈx. SACMEX*",86.86
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx. SACMEX*",78.24
-98.978611,19.357778,DF,LOSREYES,"Los Reyes, MÈx. UNAM*",60.52
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",70.6
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",280.42
-99.267222,19.5225,DF,MADIN,"Presa MadÌn, MÈx. UNAM*",309.95
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",270.51
-99.279722,19.229722,DF,MALEGRE,"Monte Alegre, Cd. de MÈx. SACMEX*",245.88
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de MÈx. SACMEX*,156.22
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",168.91
-99.191944,19.416389,DF,MDELREY,"Molino del Rey, Cd. de MÈx SMN*",104.2
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",124.96
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",107.42
-99.1275,19.365556,DF,MLIBRE,"Planta de Bombeo Municipio Libre, Cd. de MÈx. SACMEX*",109.45
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",92.2
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",206.75
-99.093889,19.246944,DF,NATIVITAS,"Planta Nativitas, Cd. de MÈx. SACMEX*",151.13
-99.243333,19.473889,DF,NAUCALPAN,"Naucalpan, MÈx. UNAM*",101.91
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",99.18
-99.165278,19.469167,DF,NSMARIA,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx. SACMEX*",132.59
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",59.19
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx. SACMEX*",58.94
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo Mezontepec, Cd. de MÈx. SACMEX*",194.06
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",91.86
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",91.96
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",55.37
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",87.12
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",46.5
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",121.66
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",146.02
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",148.31
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",62.48
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",147.41
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",76.44
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",78.24
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",110.22
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",151.89
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",128.98
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",104.84
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",139.62
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de MÈx. UNAM*",104.07
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",147.57
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",163.05
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",93.2
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",80.76
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",134.36
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",53.11
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",120.39
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",164.83
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",124.94
-99.167778,19.399167,DF,RADIOCOMDF,"RadiocomunicaciÛn, Cd. de MÈx. SACMEX*",151.91
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",153.92
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",160.03
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx. SACMEX*",144.29
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de MÈx. SACMEX*",120.39
-99.155278,19.515,DF,RREMEDIOS,"RÌo de los Remedios, Cd. de MÈx. SACMEX*",92.95
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",129.43
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",171.56
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",155.88
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de MÈx. SACMEX*",118.86
-99.228056,19.436667,DF,SANJOAQUINDF,"Tanque San JoaquÌn, Cd. de MÈx. SACMEX*",139.7
-99.028889,19.259722,DF,SANLUISDF,"Planta San Luis, Cd. de MÈx. SACMEX*",78.48
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe Santa LucÌa, Cd. de MÈx. SACMEX*",81.53
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",235.22
-99.274167,19.33,DF,SBAMEYALCO,"San Bartolo Ameyalco, Cd. de MÈx. SACMEX*",205.25
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",51.07
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",95.51
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",128.32
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",68.3
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M·rtir, Cd. de MÈx. SACMEX*",53.11
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",57.15
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",78.99
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de MÈx. SACMEX*",199.4
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",113.49
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de MÈx. SACMEX*",19.31
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",148.19
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de MÈx. SACMEX*",88.65
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",88.65
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",175.51
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",131.39
-98.971111,19.210833,DF,TETELCO,"Tetelco, Cd. de MÈx. SACMEX*",118.36
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",57.42
-99.170556,19.439444,DF,TIZOC,"Planta de Bombeo Tizoc, Cd. de MÈx. SACMEX*",116.58
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tl·huac, Cd. de MÈx. SACMEX*",55.64
-99.195,19.538611,DF,TLALNE,"Tlalnepantla, MÈx. UNAM*",103.5
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de MÈx. SACMEX*",124.45
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",185.66
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",204.77
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de MÈx. SACMEX*",223.28
-99.082222,19.441111,DF,TPENON,"Tanque PeÒÛn, Cd. de MÈx. SACMEX*",49.02
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",225.05
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",49.52
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",19.56
-99.218056,19.397222,DF,TRIANGULO,"Tri·ngulo, Cd. de MÈx. SACMEX*",178.04
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",136.89
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",143.77
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",94.99
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",119.06
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",98.44
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",103.64
-99.036944,19.379444,DF,UEDEO,"Planta de Bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx. SACMEX*",46.25
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de MÈx. SACMEX*",33.53
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",71.38
-99.126389,19.286667,DF,VILLACOAPA,"Planta de Bombeo Villa Coapa, Cd. de MÈx. SACMEX*",164.07
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",151.13
-99.144444,19.332778,DF,XOTEPINGO,"Planta de Bombeo Xotepingo, Cd. de MÈx. SACMEX*",123.94
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",154.26
-104.066111,25.263333,DGO,AM2DR,"AgustÌn Melgar, Dgo. SMN*",5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",33.41
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0.02
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",8.51
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",4.81
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",63.31
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",47
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",48.01
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",64.4
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",20.02
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",19.01
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",47.5
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",27.42
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.6
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas 2, Dgo. SGT*",61.9
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",3.83
-103.283889,25.068056,DGO,LFLDR,"La Flor, Coah.",0.01
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",76.28
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",127.4
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",70.4
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",25.14
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",74.03
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",6
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",77.5
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",1.2
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",15.32
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",20
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0.02
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",1.03
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",256.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",2.42
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",6.8
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",24.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",16.23
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",147.42
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",5.32
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",3.4
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",24
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",226.93
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",51.52
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",7.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",4.8
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0.02
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",502.7
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",280.4
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",176.9
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",182.1
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",53.1
-99.749444,16.763056,GRO,AOMGR,"Observatorio de Aeropuerto de Acapulco, Gro.",532
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",331.8
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",188
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",142.9
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",114.5
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",363.7
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",242.1
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",170.6
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",221
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",440.8
-99.914722,16.879722,GRO,CPRGR,"Colonia Progreso, Gro.",335.75
-99.851944,16.903889,GRO,CSMGR,"Colonia SimÛn BolÌvar, Gro.",182.75
-99.831944,16.855556,GRO,CUHGR,"Coloso, Gro.",361.5
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",512.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",259.6
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",290.5
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",108.8
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",153.1
-99.925278,16.873611,GRO,JNAGR,"Juan Nepomuceno ¡lvarez, Gro.",79
-99.233611,16.7575,GRO,LASVIGAS,"Las Vigas, Gro. ProtecciÛn Civil*",387.2
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",152
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",410.2
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",360
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",117.2
-99.918889,16.855,GRO,LMRGR,"La Mira, Gro.",458
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",478.5
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",404.5
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",253.5
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",175.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",531.5
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",10.2
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",327.5
-99.915556,16.885,GRO,PSCGR,"Palma Sola CamarÛn, Gro.",464.08
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",361
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",406.4
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",105.2
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",235.9
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",135.9
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",210.8
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",126.6
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",138
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",617.2
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",553
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",157.62
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",178.03
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",34
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",87.25
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",96.03
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",153.54
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",219.53
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",102.54
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",83.55
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",125
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",122.6
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",145.41
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",219
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",76.44
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",225.43
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",39.5
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",87.34
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",138.07
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",149.42
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",177.43
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",227.33
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",98.3
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",105.02
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",95.14
-101.25,21.016667,GTO,GUANAJUATOob,"Observatorio de Guanajuato, Gto. SMN*",91.8
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",76.26
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",123.53
-100.518333,20.145556,GTO,JCRGJ,"JerÈcuaro, Gto.",88.32
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",108.3
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La PurÌsima, Gto. SGT*",146
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",212.94
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",261.02
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",93
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",131
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",83.8
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",155.5
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",71.85
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",25
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",171.13
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",56.6
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",53.88
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",187.5
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",71.9
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",3
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",147.9
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",144.74
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",24
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",160.03
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",129.64
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",57.5
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",92.1
-100.677778,20.050833,GTO,SOLISBRANIFF,"SolÌs Braniff hidromÈtrica, Gto. SGT*",143
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",271.76
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",182.53
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",141
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",58.02
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",27.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",143.5
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",117.6
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",130.02
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",492.04
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",84.04
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",29.8
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",53.9
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",258.6
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",49.01
-99.220278,20.873333,HGO,MARMOLES,"Los M·rmoles, Hgo. SMN*",110.6
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",75.01
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",131.42
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",57
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",66.91
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",62.12
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",10.07
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",77.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",12.06
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",54.43
-98.357222,20.084167,HGO,TULANCINGOob,"Observatorio de Tulancingo, Hgo. SMN*",69.9
-99.385278,19.834722,HGO,TXMHD,"Taxhimay, MÈx.",207.05
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",245.8
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",204
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",69.5
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",136.73
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",146.12
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",211.52
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",78.72
